Ilce,Enlem,Boylam,Alan,Kapasite,Mahalle / Adres
KARŞIYAKA,38.491354,27.091783,11.5,4.6,MUSTAFA KEMAL  - GENÇ FİDANLAR PARKI - ESİN SİTESİ - ŞEHİT PİLOT ÜSTEĞMEN OSMAN ONUR ÖZKAYA CAD. VE 6753/10 SOKAK KESİŞİMİ
KARŞIYAKA,38.493767,27.096295,6,2.4,MUSTAFA KEMAL  - ŞEHİT KARA PİLOT ÜSTEĞMEN  MEHMET IŞIKAL PARKI - ESİN SİTESİ - BÜLENT ECEVİT CAD.  VE 6753/7 SOKAK KESİŞİMİ
KARŞIYAKA,38.497378,27.097246,3.5,1.4,MUSTAFA KEMAL  - BÜLENT ECEVİT CAD. VE 6753/21 SOKAK ARASI
KARŞIYAKA,38.462525,27.105164,2.4,960,NERGİZ - NERGİZ PARKI - ALİ ALP BÖKE CAD. VE 1775/2 SOKAK KESİŞİMİ
KARŞIYAKA,38.463011,27.101639,2.25,900,"NERGİZ
 - NECDET ISSI PARKI - 1671 SOKAK VE 6007/3 SOKAK KESİŞİMİ "
KARŞIYAKA,38.458964,27.105764,4.1,1.64,"NERGİZ
 - NERGİZ MAHALLESİ İZBAN HATTI - 1671 SOKAK "
KARŞIYAKA,38.487057,27.107739,11.6,4.64,ÖRNEKKÖY - İZCİ PARKI - ARKAS SPOR TESİSLERİ ÖNÜ - 7532/1 SOKAK VE 7563/6 SOKAK ARASI
KARŞIYAKA,38.484312,27.103351,2.6,1.04,ÖRNEKKÖY - FATİH YÜREKTÜRK PARKI - 7550 SOKAK
KARŞIYAKA,38.485282,27.108308,16.65,6.66,ÖRNEKKÖY - TURGUT ÖZAKMAN PARKI - 7600 SOKAK
KARŞIYAKA,38.518297,27.152903,1,400,SANCAKLI - SANCAKLI MAH. MEYDANI
KARŞIYAKA,38.474623,27.091402,2.5,1,ŞEMİKLER  - MİMOZA PARKI - 6295/1 SOKAK
KARŞIYAKA,38.469314,27.097280,5.5,2.2,ŞEMİKLER  - ADEM AYDOĞAN PARKI - 6182 SOKAK
KARŞIYAKA,38.475836,27.097966,4.5,1.8,ŞEMİKLER  - ZÜMRÜT PARKI - 6276/7 SOKAK
KARŞIYAKA,38.474215,27.096821,2.2,880,ŞEMİKLER  - SADIK AHMET PARKI - 6274/1 SOKAK
KARŞIYAKA,38.475001,27.092733,3,1.2,ŞEMİKLER  - OKAN YÜKSEL PARKI - 6287 SOKAK
KARŞIYAKA,38.463825,27.128233,1.75,700,TERSANE  - BARIŞ SELÇUK PARKI - 1664 SOKAK
KARŞIYAKA,38.460992,27.127260,1.8,720,TERSANE  - YENİ ASIR PARKI - CEMAL GÜRSEL CAD.
KARŞIYAKA,38.458150,27.116906,2.4,960,TUNA - TUNA MAHALLESİ İZBAN HATTI - 1671 SOKAK
KARŞIYAKA,38.467799,27.095796,7,2.8,YALI - TAHİR TÜRETKAN PARKI VE ADEM GÜLDAY PARKI - 1671 SOKAK VE 6415/1 SOKAK ARASI
KARŞIYAKA,38.480457,27.076870,15.2,6.08,YALI - KARDEŞLİK PARKI - 6522 SOKAK VE 6527 SOKAK KESİŞİMİ
KARŞIYAKA,38.482698,27.080635,80,32,YALI - MAVİŞEHİR İZBAN İSTASYONU ÇEVRESİ - İZMİR ÇEVRE YOLU VE 6525 SOKAK ARASI
KARŞIYAKA,38.479378,27.081867,11.4,4.56,YALI  - DOĞA KOLEJİ ARKASI - 6523 SOKAK
KARŞIYAKA,38.464410,27.093495,3.66,1.464,YALI - EKREM BULGUN PARKI - AŞIK VEYSEL SOKAK VE 6339 SOKAK KESİŞİMİ
KARŞIYAKA,38.465570,27.091966,3.1,1.24,YALI - KARDELEN PARKI - 6403/1 SOKAK VE 6403/2 SOKAK KESİŞİMİ
KARŞIYAKA,38.467005,27.091186,1.5,600,YALI - DURU PARKI VE OTOPARK - 6399 SOKAK
KARŞIYAKA,38.469258,27.090912,2.35,940,YALI - SEDAT KAHRAMAN PARKI - 6434 SOKAK VE 6446/3 SOKAK ARASI
KARŞIYAKA,38.471215,27.091423,3.7,1.48,YALI - ŞEHİT İLYAS MÜŞKÜL PARKI - 6485 SOKAK VE 6485/3 SOKAK KESİŞİMİ
KARŞIYAKA,38.470757,27.089604,3.15,1.26,YALI - MANOLYA PARKI - 6482 SOKAK
KARŞIYAKA,38.471156,27.086690,3.6,1.44,YALI - ŞEHİT FAHRİ BASU PARKI - 6471/5 SOKAK VE 6472/1 SOKAK ARASI
KARŞIYAKA,38.470573,27.086634,2.5,1,YALI - TANSAŞ PARKI - 6470/3 SOKAK VE 6471/5 SOKAK ARASI
KARŞIYAKA,38.470783,27.088144,3.1,1.24,YALI - SAMET KIRCALI PARKI - 6440/8 SOKAK VE 6470/2 SOKAK ARASI
KARŞIYAKA,38.472871,27.084039,2.6,1.04,YALI  - HAYDAR ALİYEV PARKI -CAHAR DUDAYEV BULVARI
KARŞIYAKA,38.465058,27.098031,2.25,900,YALI - TUNCER KURTİZ PARKI - BESTEKAR YUSUF NALKESEN SOKAK
KARŞIYAKA,38.542466,27.132646,1.6,640,YAMANLAR - MEYDAN - YAMANLAR MAH. CAMİ ÖNÜ
KARŞIYAKA,38.493346,27.113763,8,3.2,ZÜBEYDE HANIM  - TAHSİN VERGİN PARKI -  7400/8 SOKAK VE 7447/15 SOKAK KESİŞİMİ
KARŞIYAKA,38.491680,27.107041,5.8,2.32,ZÜBEYDE HANIM  - GÜRKAN ERTAÇ PARKI - 7448/8 SOKAK
KARŞIYAKA,38.489422,27.108882,2.8,1.12,ZÜBEYDE HANIM  - ÖZGÜR SOYLU PARKI - 7448/17 SOKAK VE 7448/21 SOKAK KESİŞİMİ
KARŞIYAKA,38.490972,27.108119,4.8,1.92,ZÜBEYDE HANIM  - TÜLAY AKTAŞ PARKI - 7448/10 SOKAK
KARŞIYAKA,38.490130,27.110454,10,4,ZÜBEYDE HANIM  - ŞEHİT KOMANDO NURİ YESUGAY PARKI - 7448/10 SOKAK VE 7532 SOKAK KESİŞİMİ
KARŞIYAKA,38.489708,27.107118,2,800,ZÜBEYDE HANIM  - MARTI PARKI - 7448/23 SOKAK VE 7563/10 SOKAK KESİŞİMİ
KARŞIYAKA,38.493112,27.107842,6.4,2.56,ZÜBEYDE HANIM  - YÜZÜNCÜ YIL PARKI - 7448/8 SOKAK
KEMALPAŞA ,38.412767,27.639372,1075,430,29 EKİM  - ARIKBAŞI SOKAK
KEMALPAŞA ,38.413916,27.641292,1816,726,29 EKİM  - SAKIZLI HOCA SOKAK
KEMALPAŞA ,38.414814,27.637216,1558,623,29 EKİM  - TURGUTLU CAD. VE NAMIK KEMAL SOKAK ARASI
KEMALPAŞA ,38.413842,27.639464,855,342,29 EKİM  - ZEYTİNCİK SOKAK VE CAMİKEBİR SOKAK ARASI
KEMALPAŞA ,38.416300,27.638269,2130,852,29 EKİM  - KEMAL ATATÜRK CAD.
KEMALPAŞA ,38.408630,27.585242,1886,754,75. YIL CUMHURİYET - ÖREN TURGUTLU CAD.
KEMALPAŞA ,38.407675,27.585597,1017,407,75. YIL CUMHURİYET - ÖREN CUMHURİYET CAD.
KEMALPAŞA ,38.408758,27.592486,1662,665,75. YIL CUMHURİYET - JAPON SOKAK
KEMALPAŞA ,38.408644,27.583180,2705,1082,75. YIL CUMHURİYET - BAHÇECİLER SOKAK
KEMALPAŞA ,38.410267,27.584530,1338,535,75. YIL CUMHURİYET - ERDAL İNÖNÜ CAD.
KEMALPAŞA ,38.404855,27.532358,3170,1268,85. YIL CUMHURİYET - PARK CAD. VE HAMAM SOKAK ARASI
KEMALPAŞA ,38.407666,27.529178,1360,544,85. YIL CUMHURİYET - ARMUTLU İZMİR CAD. VE GENÇLİK CAD. KESİŞİMİ
KEMALPAŞA ,38.405969,27.527069,360,144,85. YIL CUMHURİYET - AÇELYA SOKAK
KEMALPAŞA ,38.416009,27.535985,7370,2948,85. YIL CUMHURİYET - SANAYİ CAD.
KEMALPAŞA ,38.462439,27.479889,960,384,AKALAN  - CUMHURİYET MAH. YOLU
KEMALPAŞA ,38.463848,27.482936,200,80,AKALAN  - 1528 SOKAK VE 1529 SOKAK KESİŞİMİ
KEMALPAŞA ,38.461186,27.483739,1302,521,AKALAN  - 1516 SOKAK VE 1518 SOKAK ARASI
KEMALPAŞA ,38.461064,27.484617,1256,502,AKALAN  - 1518 SOKAK VE 1521 SOKAK KESİŞİMİ
KEMALPAŞA ,38.460761,27.481519,431,172,AKALAN  - 1509 SOKAK VE 1510 SOKAK ARASI
KEMALPAŞA ,38.481147,27.403814,2180,872,ANSIZCA  - ANSIZCA İLKOKULU YANI - KÖY İÇİ YOLU
KEMALPAŞA ,38.481142,27.405633,660,264,ANSIZCA  - KÖY İÇİ YOLU
KEMALPAŞA ,38.397372,27.513583,445,178,AŞAĞI KIZILCA - 2001 SOKAK
KEMALPAŞA ,38.395924,27.514335,703,281,AŞAĞI KIZILCA - 2008 SOKAK
KEMALPAŞA ,38.396903,27.514516,977,391,AŞAĞI KIZILCA - 2002 SOKAK
KEMALPAŞA ,38.395867,27.512314,370,148,AŞAĞI KIZILCA - 2001 SOKAK
KEMALPAŞA ,38.427723,27.415932,1040,416,ATATÜRK  - ATATÜRK BULVARI
KEMALPAŞA ,38.428422,27.409672,1305,522,ATATÜRK  - 67/1 SOKAK
KEMALPAŞA ,38.427772,27.405986,600,240,ATATÜRK  - TEPEEVLER 1. ÇIKMAZI SOKAK
KEMALPAŞA ,38.321828,27.537333,739,296,BAYRAMLI  - BAYRAMLI MAH. KÜMEEVLER MEYDANI
KEMALPAŞA ,38.518753,27.453586,565,226,BEŞPINAR  - BEŞPINAR MAH. KÜMEEVLER MEYDANI
KEMALPAŞA ,38.316969,27.461553,953,381,CUMALI  - CUMALI MAH. KÜMEEVLER MEYDANI
KEMALPAŞA ,38.472005,27.355308,2017,807,CUMHURİYET  - 9116 SOKAK
KEMALPAŞA ,38.474014,27.357128,3435,1374,CUMHURİYET  - ADNAN MENDERES BULVARI
KEMALPAŞA ,38.475500,27.357222,4237,1695,CUMHURİYET  - 107 SOKAK
KEMALPAŞA ,38.465339,27.518983,930,372,ÇAMBEL  - ÇAMBEL MAH. KÜMEEVLER MEYDANI
KEMALPAŞA ,38.466678,27.517972,578,231,ÇAMBEL  - ÇAMBEL MAH. CAMİ ÖNÜ - ÇAMBEL MAH. KÜMEEVLER
KEMALPAŞA ,38.464388,27.517611,853,341,ÇAMBEL  - ESKİ OKUL BİNASININ KUZEYİ
KEMALPAŞA ,38.463808,27.517597,578,232,ÇAMBEL  - ESKİ OKUL BİNASININ GÜNEYİ
KEMALPAŞA ,38.429586,27.402167,257,103,ÇINAR  - HOCA AHMET YESEVİ CAD.
KEMALPAŞA ,38.430992,27.399594,326,130,ÇINAR  - 5002 SOKAK
KEMALPAŞA ,38.431211,27.401705,317,127,ÇINAR  - 5003 SOKAK
KEMALPAŞA ,38.401553,27.451325,2024,810,ÇİNİLİKÖY  - KENTPARK REKREASYON ALANI
KEMALPAŞA ,38.497894,27.376153,2771,1109,DAMLACIK  - 9514 SOKAK
KEMALPAŞA ,38.502047,27.380728,1772,709,DAMLACIK  - 9503 SOKAK VE 9520 SOKAK KESİŞİMİ
KEMALPAŞA ,38.497761,27.379111,556,222,DAMLACIK   - 9520 SOKAK
KEMALPAŞA ,38.338297,27.455355,1205,482,DEREKÖY  - DEREKÖY MAH. MEYDANI - DEREKÖY MAH. KÜMEEVLER
KEMALPAŞA ,38.338678,27.454986,255,102,DEREKÖY  - DEREKÖY CAMİSİ ÖNÜ - DEREKÖY MAH. KÜMEEVLER
KEMALPAŞA ,38.409205,27.597925,1351,540,EGEMEN  - GAZİ MUSTAFA KEMAL CAD. VE ESKİ OKUL SOKAK KESİŞİMİ
KEMALPAŞA ,38.408997,27.600378,954,382,EGEMEN  - GAZİ MUSTAFA KEMAL CAD.
KEMALPAŞA ,38.433714,27.684708,392,157,GÖKÇEYURT  - GÖKÇEYURT MAH. MEYDANI - GÖKÇEYURT MAH. KÜMEEVLER
KEMALPAŞA ,38.435622,27.685986,509,203,GÖKÇEYURT  - GÖKÇEYURT MAH. KÜMEEVLER
KEMALPAŞA ,38.432844,27.683972,334,134,GÖKÇEYURT  - GÖKÇEYURT MAH. KÜMEEVLER
KEMALPAŞA ,38.327400,27.461742,363,145,GÖKYAKA  - GÖKYAKA MAH. MEYDANI - GÖKYAKA MAH. KÜMEEVLER
KEMALPAŞA ,38.440012,27.666879,772,309,HALİLBEYLİ - MUSTAFA KEMAL ATATÜRK CAD.
KEMALPAŞA ,38.440047,27.668214,609,244,HALİLBEYLİ  - GÜLÜM SOKAK
KEMALPAŞA ,38.418850,27.708175,634,254,HAMZABABA - HAMZABABA SOKAK
KEMALPAŞA ,38.405589,27.536264,2163,865,HÜRRİYET  - UÇAK SOKAK
KEMALPAŞA ,38.406336,27.535550,632,253,HÜRRİYET  - DERELİ SOKAK
KEMALPAŞA ,38.406050,27.534353,2890,1156,HÜRRİYET  - SEYFETTİN GÜNAK CAD.
KEMALPAŞA ,38.400325,27.531511,1910,764,HÜRRİYET   - LALE SOKAK VE SELVİ SOKAK KESİŞİMİ
KEMALPAŞA ,38.408419,27.534375,3620,1448,HÜRRİYET  - FESLEĞEN SOKAK
KEMALPAŞA ,38.482367,27.363661,1052,421,İSTİKLAL  - 9242 SOKAK
KEMALPAŞA ,38.482067,27.361461,965,386,İSTİKLAL   - 9185 SOKAK
KEMALPAŞA ,38.482867,27.361433,1642,657,İSTİKLAL  - MUSTAFA İSMET İNÖNÜ CAD. VE 9189 SOKAK ARASI
KEMALPAŞA ,38.484119,27.361481,3063,1225,İSTİKLAL - 9232 SOKAK
KEMALPAŞA ,38.479914,27.358347,1718,687,İSTİKLAL - SITKI AYDINEL CAD. VE 9224 SOKAK KESİŞİMİ
KEMALPAŞA ,38.337267,27.572283,1724,690,KAMBERLER  - KAMBERLER MAH. MEYDANI
KEMALPAŞA ,38.412705,27.628322,2210,884,KAZIMPAŞA  - DEVECİ ÖMER SOKAK VE UMUT SOKAK ARASI
KEMALPAŞA ,38.411730,27.630350,1733,693,KAZIMPAŞA  - KIRMIZI SOKAK
KEMALPAŞA ,38.414058,27.634955,1050,420,KAZIMPAŞA  - EBE EMİNE ÖZKAN SOKAK
KEMALPAŞA ,38.410925,27.621939,858,343,KEMAL ATATÜRK  - KEMAL ATATÜRK MAH. MEYDANI - BAYRAKTAR SOKAK
KEMALPAŞA ,38.439557,27.367370,777,311,KIZILÜZÜM  - KIZILÜZÜM MAH. MEYDANI
KEMALPAŞA ,38.439355,27.365258,474,190,KIZILÜZÜM  - KIZILÜZÜM KÖY İÇİ YOLU
KEMALPAŞA ,38.488600,27.390725,440,176,KUYUCAK  - KUYUCAK MAH. MEYDANI
KEMALPAŞA ,38.423244,27.433919,3066,1226,MEHMET AKİF ERSOY   - KEMALPAŞA BELEDİYESİ BİNASI ÖNÜ - İNÖNÜ CAD.
KEMALPAŞA ,38.426347,27.430125,3000,1200,MEHMET AKİF ERSOY   - MUHSİN YAZICIOĞLU SOSYAL TESİSLERİ ÖNÜ - KİRAZLI CAD. VE 241/1 SOKAK KESİŞİMİ
KEMALPAŞA ,38.426892,27.428675,845,338,MEHMET AKİF ERSOY   - KİRAZLI CAD. VE 244/1 SOKAK KESİŞİMİ
KEMALPAŞA ,38.426900,27.426789,2017,807,MEHMET AKİF ERSOY   - 235 SOKAK
KEMALPAŞA ,38.426117,27.428778,539,216,MEHMET AKİF ERSOY   - 244 SOKAK
KEMALPAŞA ,38.425142,27.426303,1106,442,MEHMET AKİF ERSOY   - İNÖNÜ CAD. VE 230 SOKAK ARASI
KEMALPAŞA ,38.427233,27.424664,1362,545,MEHMET AKİF ERSOY   - 223 SOKAK
KEMALPAŞA ,38.425833,27.424505,641,256,MEHMET AKİF ERSOY   - 221 SOKAK
KEMALPAŞA ,38.427328,27.423094,1358,543,MEHMET AKİF ERSOY   - DR. ALİ KARAMAN CAD. VE 213 SOKAK ARASI
KEMALPAŞA ,38.427911,27.423667,1095,438,MEHMET AKİF ERSOY   - DR. ALİ KARAMAN CAD. VE 224 SOKAK ARASI
KEMALPAŞA ,38.428205,27.424208,676,270,MEHMET AKİF ERSOY   - DR. ALİ KARAMAN CAD. VE KİRAZLI CAD. KESİŞİMİ
KEMALPAŞA ,38.428161,27.422036,852,341,MEHMET AKİF ERSOY   - 199 SOKAK
KEMALPAŞA ,38.428778,27.419497,1891,756,MEHMET AKİF ERSOY   - MESERETCİOĞLU CAD. VE 187 SOKAK ARASI
KEMALPAŞA ,38.430220,27.419689,2218,887,MEHMET AKİF ERSOY   - KİRAZLI CAD. VE 189 SOKAK KESİŞİMİ
KEMALPAŞA ,38.429836,27.418183,1434,574,MEHMET AKİF ERSOY    - 166 SOKAK
KEMALPAŞA ,38.483139,27.357247,1117,446,MUSTAFA KEMAL ATATÜRK  - MUSTAFA İSMET İNÖNÜ CAD. VE 9258 SOKAK KESİŞİMİ
KEMALPAŞA ,38.481294,27.354092,1627,651,MUSTAFA KEMAL ATATÜRK  - 9237 SOKAK
KEMALPAŞA ,38.480564,27.353261,2024,810,MUSTAFA KEMAL ATATÜRK  - NECDET BÜKEY CAD. VE 200/1 SOKAK KESİŞİMİ
KEMALPAŞA ,38.479386,27.357244,2044,818,MUSTAFA KEMAL ATATÜRK  - SITKI AYDINEL CAD. VE 9241 SOKAK ARASI
KEMALPAŞA ,38.384097,27.442808,1384,554,"NAZARKÖY  - NAZARKKÖY MAH. MEYDANI - KÖY İÇİ YOLU, SAVANDA KURUDERE YOLU"
KEMALPAŞA ,38.349986,27.681280,1117,447,OVACIK - OVACIK MAH. MEYDANI
KEMALPAŞA ,38.418483,27.471611,6782,2713,ÖRNEKKÖY - OKAN CAD. VE 1026 SOKAK ARASI
KEMALPAŞA ,38.421208,27.467925,2754,1102,ÖRNEKKÖY - ABDURRAHMAN GAZİ CAMİSİ ÇEVRESİ - OKUL CAD.
KEMALPAŞA ,38.415686,27.469355,1414,566,ÖRNEKKÖY - BAYKAL CAD. VE 1073 SOKAK KESİŞİMİ
KEMALPAŞA ,38.418689,27.466978,3358,1343,ÖRNEKKÖY - OKUL CAD. VE 1005 SOKAK KESİŞİMİ
KEMALPAŞA ,38.440475,27.695247,1841,736,SARIÇALI - SARIÇALI MAH. MEYDANI - SARIÇALI MAH. KÜMEEVLER
KEMALPAŞA ,38.414719,27.656569,2352,941,SARILAR - SARILAR MAH. MUHTARLIĞI ÖNÜ - KÖY İÇİ YOLU
KEMALPAŞA ,38.413008,27.651425,719,288,SARILAR - CAMİ ÖNÜ MEYDAN - SARILAR MAH. KÜMEEVLER
KEMALPAŞA ,38.412786,27.656547,1413,565,SARILAR - SARILAR MAH. KÜMEEVLER
KEMALPAŞA ,38.430080,27.416119,15588,6235,SEKİZ EYLÜL - KEMALPAŞA STADI CAD. VE 145 SOKAK ARASI
KEMALPAŞA ,38.428592,27.413580,5405,2162,SEKİZ EYLÜL  - İZMİR CAD. VE 136 SOKAK KESİŞİMİ
KEMALPAŞA ,38.430486,27.412439,3445,1378,SEKİZ EYLÜL  - 102 SOKAK VE 134 SOKAK KESİŞİMİ
KEMALPAŞA ,38.431858,27.412430,2829,1132,SEKİZ EYLÜL  - KİRAZLI CAD. VE 128 SOKAK KESİŞİMİ
KEMALPAŞA ,38.433455,27.415372,638,255,SEKİZ EYLÜL   - KÜPLÜCEALTI  SOKAK  VE 148 SOKAK KESİŞİMİ
KEMALPAŞA ,38.434650,27.411480,1714,686,SEKİZ EYLÜL  - HASTANE YOLU - 1342 SOKAK
KEMALPAŞA ,38.435292,27.406536,3763,1505,SEKİZ EYLÜL  - 100 SOKAK
KEMALPAŞA ,38.434214,27.405369,3888,1555,SEKİZ EYLÜL  - KİRAZLI CAD. VE 101/1 SOKAK KESİŞİMİ
KEMALPAŞA ,38.433167,27.406122,2293,917,SEKİZ EYLÜL  - 103/1 SOKAK
KEMALPAŞA ,38.431205,27.405864,1498,599,SEKİZ EYLÜL  - 89 SOKAK
KEMALPAŞA ,38.430417,27.407536,819,328,SEKİZ EYLÜL  - 81/1 SOKAK
KEMALPAŞA ,38.432030,27.407728,990,396,SEKİZ EYLÜL  - 109 SOKAK
KEMALPAŞA ,38.433919,27.407783,2053,821,SEKİZ EYLÜL  - 111 SOKAK
KEMALPAŞA ,38.431800,27.410736,6605,2642,SEKİZ EYLÜL  - KİRAZLI CAD. VE 102 SOKAK ARASI
KEMALPAŞA ,38.430297,27.409925,3200,1280,SEKİZ EYLÜL  - İZMİR CAD. VE 120 SOKAK KESİŞİMİ
KEMALPAŞA ,38.416564,27.663697,1915,766,SİNANCILAR - KÖY İÇİ YOLU
KEMALPAŞA ,38.415742,27.662705,453,181,SİNANCILAR - KÖY İÇİ YOLU
KEMALPAŞA ,38.416936,27.664672,740,296,SİNANCILAR - KÖY İÇİ YOLU
KEMALPAŞA ,38.422605,27.430508,1694,678,SOĞUKPINAR - 256 SOKAK
KEMALPAŞA ,38.421294,27.430486,8692,3477,SOĞUKPINAR - 258/1 SOKAK VE 278/6 SOKAK ARASI
KEMALPAŞA ,38.424699,27.425674,670,268,SOĞUKPINAR - FUTBOL SAHASI - 271 SOKAK
KEMALPAŞA ,38.458861,27.449583,7242,2897,SÜTÇÜLER  - AKEVLER CAD. VE KONAK SOKAK KESİŞİMİ
KEMALPAŞA ,38.455569,27.450410,2179,872,SÜTÇÜLER  - IŞILAY SAYGIN SOKAK
KEMALPAŞA ,38.458092,27.449458,1880,752,SÜTÇÜLER  - AKEVLER CAD. VE DAMLA SOKAK ARASI
KEMALPAŞA ,38.457775,27.451964,9172,3669,SÜTÇÜLER  - KÜÇÜK STADYUM SOKAK
KEMALPAŞA ,38.341214,27.398508,1739,696,VİŞNELİ  - 4004 SOKAK
KEMALPAŞA ,38.341222,27.397189,668,267,VİŞNELİ  - VİŞNELİ MAH. MEYDANI
KEMALPAŞA ,38.414761,27.630155,16118,6447,YENİ  - BAĞYURDU İZMİR CAD. VE BAĞYURDU STADI SOKAK KESİŞİMİ
KEMALPAŞA ,38.413894,27.626575,1506,602,YENİ  - BAĞYURDU İZMİR CAD. VE İSMAİL ULUSAN CAD. KESİŞİMİ
KEMALPAŞA ,38.416036,27.632319,1620,648,YENİ  - GARDELYA SOKAK
KEMALPAŞA ,38.417639,27.632244,965,386,YENİ  - MENDERES CAD.
KEMALPAŞA ,38.417258,27.636125,4032,1613,YENİ  - M. ALİ SEVİNÇ CAD.
KEMALPAŞA ,38.340514,27.605480,5234,2094,YENİKURUDERE - KÖY İÇİ YOLU
KEMALPAŞA ,38.459375,27.436658,1035,414,YENMİŞ  - VATAN CAD. VE SERAP SOKAK KESİŞİMİ
KEMALPAŞA ,38.460205,27.436569,1389,556,YENMİŞ  - VATAN CAD. VE PINAR SOKAK KESİŞİMİ
KEMALPAŞA ,38.458539,27.437853,1415,566,YENMİŞ  - SANCAK SOKAK
KEMALPAŞA ,38.315225,27.461055,764,306,YEŞİLKÖY - YEŞİLKÖY MAH. MEYDANI - KÖY İÇİ YOLU
KEMALPAŞA ,38.427975,27.675397,1426,570,YEŞİLYURT - YEŞİLYURT MAH. MUHTARLIĞI ÖNÜ -KÖY İÇİ YOLU
KEMALPAŞA ,38.412703,27.611767,7751,3100,YİĞİTLER  - YİĞİTLER YOLU
KEMALPAŞA ,38.385561,27.498619,2500,1000,YUKARI KIZILCA MERKEZ - İZMİR CAD. VE YUKARI KIZILCA BELEDİYE CAD. KESİŞİMİ
KEMALPAŞA ,38.385747,27.494367,1076,430,YUKARI KIZILCA MERKEZ - BÜLENT ECEVİT CAD.
KEMALPAŞA ,38.387289,27.500486,2032,813,YUKARI KIZILCA MERKEZ - ULU ÖNDER ATATÜRK CAD.
KEMALPAŞA ,38.385280,27.499367,850,340,YUKARI KIZILCA MERKEZ - BELEDİYE CAD.
KEMALPAŞA ,38.381019,27.494944,25639,10256,YUKARI KIZILCA MERKEZ - ASARLIK YOLU (MAŞATLIK CAD.)
KEMALPAŞA ,38.416100,27.690244,409,164,ZEAMET - ZEAMET MAH. MEYDANI - KÖY İÇİ YOLU
KINIK,38.998628,27.461785,1235,494,ARPADERE - İLKOKUL BAHÇESİ - ARKADAŞ KÜMEEVLER
KINIK,39.095443,27.491597,31548,12619,ARPASEKİ - CEMEVİ ÇEVRESİ - FUNDA KÜMEEVLER
KINIK,39.086285,27.382268,1200,480,AŞAĞI - 13 EYLÜL PARKI -CUMHURİYET CAD.
KINIK,39.109334,27.485008,2524,1010,AZİZİYE - İLKOKUL BAHÇESİ - DEDELİ SOKAK
KINIK,38.999327,27.320136,1240,496,BADEMALAN - HALI SAHA ALANI- SÖĞÜTALAN KÜMEEVLER
KINIK,39.060499,27.422827,5368,2147,BAĞALAN - İLKOKUL BAHÇESİ - YILDIRIM SOKAK
KINIK,39.063281,27.261865,1262,505,BALABAN - ESKİ OKUL BAHÇESİ - ATEŞ SOKAK
KINIK,39.035862,27.462948,8716,3486,BÜYÜKOBA - ESKİ OKUL BAHÇESİ - KUŞKAYA KÜMEEVLER
KINIK,39.133292,27.475775,1400,560,CUMALI - CUMALI MAH. MEYDANI - BALYA CAD.
KINIK,39.098240,27.445104,3000,1200,ÇALTI - İLKOKUL BAHÇESİ - ÖĞRETMEN KÜMEEVLER
KINIK,39.016957,27.435922,937,375,ÇANKÖY - HALI SAHA ALANI -SERİNKUYU KÜMEEVLER
KINIK,39.035060,27.273864,3093,1237,ÇİFTLİKKÖY - ESKİ OKUL BAHÇESİ - MUSTAFA KEMAL KÜMEEVLER
KINIK,39.083887,27.449460,2274,910,DEĞİRMENCİELİ - ESKİ OKUL BAHÇESİ - BAŞKOMUTAN ATATÜRK CAD.
KINIK,39.101635,27.304391,2650,1060,DÜNDARLI - ESKİ OKUL BAHÇESİ - YAYAKENT CAD.
KINIK,39.029334,27.484851,927,371,ELMADERE - İLKOKUL BAHÇESİ - ASMALI KÜMEEVLER
KINIK,39.090836,27.384590,1000,400,FATİH - MEMURSEN PARKI - DOĞAN SOKAK
KINIK,39.088772,27.385533,770,308,FATİH - ÇİFTÇİLER LOKALİ - ATATÜRK CAD.
KINIK,39.092442,27.389601,1500,600,FATİH - FATİH MAH. PARKI - LALE SOKAK
KINIK,39.123738,27.463130,3758,1503,HAMZAHOCALI - ESKİ OKUL BAHÇESİ - İLKÖĞRETİM SOKAK
KINIK,39.080842,27.324490,1359,544,IŞIKLAR - İLKOKUL BAHÇESİ - OKUL YOLU KÜMEEVLER
KINIK,39.011237,27.260484,2703,1081,İBRAHİMAĞA - ESKİ OKUL BAHÇESİ - İBRAHİMAĞA MAH. MEYDANI - KAYIN KÜMEEVLER
KINIK,39.044433,27.501208,550,220,KALEMKÖY - ATATÜRK MEYDANI
KINIK,38.966159,27.451045,600,240,KARADERE - KARADERE MAH. MEYDANI - CAMİ ÖNÜ KÜMEEVLER
KINIK,39.066677,27.298545,666,266,KARATEKELİ - ESKİ OKUL BAHÇESİ - AŞAĞI KÜMEEVLER
KINIK,39.085972,27.424197,6148,2459,KOCAÖMER - İLKOKUL BAHÇESİ - MEDENİYET KÜMEEVLER
KINIK,39.040754,27.346226,300,120,KODUKBURUN - KODUKBURUN MAH. MEYDANI - GODUKLU KÜMEEVLER
KINIK,39.012400,27.373606,3921,1568,KÖSELER - İLKOKUL BAHÇESİ - DOST KÜMEEVLER
KINIK,39.026948,27.383348,2443,977,MISTIKLAR - İLKOKUL BAHÇESİ - KEMAL ATATÜRK KÜMEEVLER
KINIK,39.037352,27.238889,400,160,MUSACALI - MUSACALI MAH. MEYDANI - MİMOZA CAD.
KINIK,39.090877,27.370396,2000,800,OSMANİYE - TOPLU KONUTLAR PARKI - TOPLU KONUT KÜMEEVLER
