Ilce,Enlem,Boylam,Alan,Kapasite,Mahalle / Adres
KINIK,39.089439,27.371451,1400,560,OSMANİYE - YENİ SANAYİ PARKI - ATATÜRK CAD.
KINIK,39.083638,27.379307,24306,9722,OSMANİYE - DELEZ YAŞAM VADİSİ -DELEZ YOLU SOKAK
KINIK,38.962588,27.346708,1000,400,ÖRTÜLÜ - ÖRTÜLÜ MAH. MEYDANI - ÇARŞI SOKAK
KINIK,39.090505,27.349110,2100,840,POYRACIK - ATATÜRK  MEYDANI - BERGAMA CAD.
KINIK,39.089965,27.349965,1200,480,POYRACIK - BELEDİYE BİNASI ARKASI - HACI ŞABANLAR CAD.
KINIK,39.091098,27.344434,2100,840,POYRACIK - ATATÜRK PARKI - İĞDECİK CAD.
KINIK,39.091773,27.342321,580,232,POYRACIK - KIZILBEY PARKI - KIZILBEY CAD.
KINIK,39.091230,27.355396,7000,2800,POYRACIK -  KÖŞKDÜZÜ PARKI - MEHMET AKİF ERSOY CAD.
KINIK,39.086753,27.358958,20000,8000,POYRACIK - DEVE GÜREŞİ ALANI - DUMLUPINAR CAD.
KINIK,39.075566,27.287110,2500,1000,SUCAHLI - SUCAHLI MAH. MEYDANI
KINIK,39.104823,27.466216,5597,2239,TAŞTEPE - İLKOKUL BAHÇESİ - ŞİİR KÜMEEVLER
KINIK,39.085408,27.382837,5615,2246,TÜRKCEDİT  - MADEN ŞEHİTLERİ PARKI - GAZİ PAŞA CAD.
KINIK,39.084367,27.385555,520,208,TÜRKCEDİT  - BODRUM BAŞI PARKI - ABDÜLBAKİ SOKAK
KINIK,39.086208,27.307874,1500,600,YAYAKENT - YAYAKENT CUMHURİYET MEYDANI
KINIK,39.087063,27.307084,1200,480,YAYAKENT - YAYAKENT CUMHURİYET CAD. VE ÖZGÜR SOKAK KESİŞİMİ
KINIK,39.080269,27.311495,2500,1000,YAYAKENT - YAYAKENT PARKI - ENGİN SOKAK
KINIK,39.088235,27.304638,1500,600,YAYAKENT - OKUL BİNASI YANI - POYRAZ SOKAK
KINIK,39.032552,27.513543,4570,1828,YAYLAKÖY - HALI SAHA ALANI - UYGAR SOKAK
KINIK,39.087508,27.380198,3000,1200,YENİ  - ŞEHİT SAVCI KİRAZ PARKI - ATATÜRK CAD.
KINIK,39.089437,27.378867,639,256,YENİ  - JANDARMA BİNASI ARKASI - PINAR SOKAK
KINIK,39.092024,27.381550,700,280,YENİ  - ŞEHİT POLİS FETHİ SEKİN PARKI - TEKLER SOKAK
KİRAZ,38.111513,28.412884,1370,548,AHMETLER - İLKOKUL BAHÇESİ - AHMETLER SOKAK
KİRAZ,38.237098,28.392667,2800,1120,AKPINAR - İLKOKUL BAHÇESİ - AKPINAR SOKAK
KİRAZ,38.224555,28.355112,1100,440,ALTINOLUK - İLKOKUL BAHÇESİ - ALTINOLUK SOKAK
KİRAZ,38.208459,28.206145,1600,640,ARKACILAR - İLKOKUL BAHÇESİ - ARKACILAR SOKAK
KİRAZ,38.182929,28.271030,1350,540,AVUNDURUK - İLKOKUL BAHÇESİ - AVUNDURUK SOKAK
KİRAZ,38.240624,28.251587,950,380,AYDOĞDU - İLKOKUL BAHÇESİ - AYDOĞDU SOKAK
KİRAZ,38.230479,28.436150,1280,512,BAHÇEARASI - BAHÇELİ KÜMEEVLER İLKOKUL BAHÇESİ - BAHÇELİ SOKAK
KİRAZ,38.259307,28.274002,1000,400,BAŞARAN - İLKOKUL BAHÇESİ - BAŞARAN SOKAK
KİRAZ,38.245972,28.203723,1900,760,CERİTLER - İLKOKUL BAHÇESİ - KOCACERİTLER SOKAK
KİRAZ,38.230607,28.458040,1700,680,CEVİZLİ - İLKOKUL BAHÇESİ - CEVİZLİ SOKAK
KİRAZ,38.232130,28.217890,3600,1440,CUMHURİYET - HÜSEYİN SARI İLKOKULU VE ORTAOKULU BAHÇESİ - CUMHURİYET SOKAK
KİRAZ,38.230729,28.208278,1900,760,CUMHURİYET - İSTİKLAL İLKOKULU BAHÇESİ - KURTULUŞ CAD. VE SAĞLIK SOKAK KESİŞİMİ
KİRAZ,38.255299,28.248824,1980,792,ÇANAKÇI - İLKOKUL BAHÇESİ - ÇANAKÇI SOKAK
KİRAZ,38.294901,28.168497,1110,444,ÇATAK - İLKOKUL BAHÇESİ - ÇATAK SOKAK
KİRAZ,38.219934,28.315147,9200,3680,ÇAYAĞZI - ZEYTİNALAN KÜMEEVLER İLKOKUL BAHÇESİ - ZEYTİNALAN SOKAK
KİRAZ,38.240535,28.262613,1400,560,ÇÖMLEKÇİ - İLKOKUL BAHÇESİ - ÇÖMLEKÇİ SOKAK
KİRAZ,38.205038,28.453796,7400,2960,DOĞANCILAR - İLKOKUL BAHÇESİ - DOĞANCILAR SOKAK
KİRAZ,38.295383,28.147753,3200,1280,DOKUZLAR - İLKOKUL BAHÇESİ - DOKUZLAR SOKAK
KİRAZ,38.273118,28.187003,2000,800,EMENLER - OMANLAR KÜMEEVLER İLKOKUL BAHÇESİ - OMANLAR SOKAK
KİRAZ,38.237817,28.150915,1000,400,GEDİK - İLKOKUL BAHÇESİ - GEDİK SOKAK
KİRAZ,38.185978,28.289468,3800,1520,HALİLLER - İLKOKUL BAHÇESİ - HALİLLER SOKAK
KİRAZ,38.240660,28.191878,1200,480,HİSAR - İLKOKUL BAHÇESİ - KOCAHİSAR SOKAK
KİRAZ,38.242325,28.186189,1000,400,HİSAR - BOŞ ALAN - BELEDİYE ARAZİSİ
KİRAZ,38.217927,28.380164,5000,2000,İĞDELİ - İLKOKUL BAHÇESİ - İĞDELİ SOKAK
KİRAZ,38.232212,28.208388,1200,480,İSTİKLAL - SAĞLIK OCAĞI BAHÇESİ - HOCA İBRAHİM EFENDİ CAD. VE ŞÜKRÜ HOCA SOKAK KESİŞİMİ
KİRAZ,38.199691,28.295524,1000,400,KALEKÖY - İLKOKUL BAHÇESİ - KALEKÖY SOKAK
KİRAZ,38.250112,28.174744,1600,640,KARABAĞ - SEKİ KÜMEEVLER İLKOKULU - SEKİ SOKAK
KİRAZ,38.137852,28.421993,3400,1360,KARABOLU - İLKOKUL BAHÇESİ - KARABOLU SOKAK
KİRAZ,38.234662,28.300886,400,160,KARABURÇ - İLKOKUL BAHÇESİ - KARABURÇ SOKAK
KİRAZ,38.222230,28.278830,1500,600,KARABURÇ - PALAMUT ARASI KÜMEEVLER - PALAMUT ARASI SOKAK
KİRAZ,38.247990,28.302326,2360,944,KARABURÇ - BAĞARASI KÜMEEVLER İLKOKULU - BAĞARASI SOKAK
KİRAZ,38.167736,28.213642,1200,480,KARAMAN - İLKOKUL BAHÇESİ - KARAMAN SOKAK
KİRAZ,38.230275,28.191720,8600,3440,KIRKÖY - MEHMET AKİF ERSOY CAD.
KİRAZ,38.214072,28.413995,400,160,KİBAR - İLKOKUL BAHÇESİ - KİBAR SOKAK
KİRAZ,38.137286,28.338955,1600,640,MAVİDERE - İLKOKUL BAHÇESİ - MAVİDERE SOKAK
KİRAZ,38.155195,28.305143,700,280,MERSİNLİDERE - İLKOKUL BAHÇESİ - MERSİNLİDERE SOKAK
KİRAZ,38.161902,28.366047,650,260,OLGUNLAR - İLKOKUL BAHÇESİ - OLGUNLAR SOKAK
KİRAZ,38.305800,28.269423,800,320,OVACIK - İLKOKUL BAHÇESİ - OVACIK SOKAK
KİRAZ,38.229679,28.417728,400,160,ÖREN - İLKOKUL BAHÇESİ - ÖREN SOKAK
KİRAZ,38.147826,28.391877,2400,960,ÖRENCİK - İLKOKUL BAHÇESİ - ÖRENCİK SOKAK
KİRAZ,38.126057,28.384662,700,280,ÖRENCİK - ZEYBEKLER KÜMEEVLER İLKOKUL BAHÇESİ - ZEYBEKLER SOKAK
KİRAZ,38.267748,28.218582,1700,680,PINARBAŞI - İLKOKUL BAHÇESİ - PINARBAŞI SOKAK
KİRAZ,38.254162,28.177791,200,80,SAÇLI - KÖY KONAĞI BAHÇESİ - SAÇLI SOKAK
KİRAZ,38.257899,28.174906,680,270,SAÇLI - TÜTÜZLER KÜMEEVLER İLKOKUL BAHÇESİ - TÜTÜZLER SOKAK
KİRAZ,38.209019,28.353203,1100,440,SARIKAYA - İLKOKUL BAHÇESİ - SARIKAYA SOKAK
KİRAZ,38.282910,28.316557,1000,400,SARISU - İLKOKUL BAHÇESİ - SARISU SOKAK
KİRAZ,38.159360,28.327552,600,240,SIRIMLI - İLKOKUL BAHÇESİ - SIRIMLI SOKAK
KİRAZ,38.184215,28.346532,2770,1108,SOLAKLAR - İLKOKUL BAHÇESİ - SOLAKLAR SOKAK
KİRAZ,38.195412,28.339298,1000,400,SOLAKLAR - SARIİMAMLAR KÜMEEVLER İLKOKUL BAHÇESİ - SARIİMAMLAR SOKAK
KİRAZ,38.249108,28.233173,1700,680,SULUDERE - İLKOKUL BAHÇESİ - SULUDERE SOKAK
KİRAZ,38.216074,28.218211,1300,520,ŞEMSİLER - İLKOKUL BAHÇESİ - ŞEMSİLER SOKAK
KİRAZ,38.160898,28.433229,1400,560,TAŞLIYATAK - İLKOKUL BAHÇESİ - TAŞLIYATAK SOKAK
KİRAZ,38.184919,28.318516,600,240,TEKBIÇAKLAR - İLKOKUL BAHÇESİ - TEKBIÇAKLAR SOKAK
KİRAZ,38.147507,28.438446,800,320,TUMBULLAR - İLKOKUL BAHÇESİ -TUMBULLAR SOKAK
KİRAZ,38.195359,28.247126,1200,480,UMURCALI - İLKOKUL BAHÇESİ - UMURCALI SOKAK
KİRAZ,38.121572,28.435367,600,240,UMURLU - İLKOKUL BAHÇESİ - UMURLU SOKAK
KİRAZ,38.275409,28.235594,1000,400,UZUNKÖY - İLKOKUL BAHÇESİ - UZUNKÖY SOKAK
KİRAZ,38.262304,28.193753,2500,1000,VELİLER - ULUVELİLER KÜMEEVLER İLKOKUL BAHÇESİ - ULUVELİLER SOKAK
KİRAZ,38.182672,28.203087,1900,760,YAĞLAR - İLKOKUL BAHÇESİ - YAĞLAR SOKAK
KİRAZ,38.228994,28.202921,7800,3120,YENİ - 1 SOKAĞIN KUZEYİNDEKİ REKREASYON ALANI
KİRAZ,38.223267,28.204887,16000,6400,YENİ - FUTBOL SAHASI - MENDERES CAD.
KİRAZ,38.190831,28.261369,800,320,YENİKÖY - İLKOKUL BAHÇESİ - YENİKÖY SOKAK
KİRAZ,38.162856,28.238213,1500,600,YENİŞEHİR - İLKOKUL BAHÇESİ - YENİŞEHİR SOKAK
KİRAZ,38.272874,28.160539,1000,400,YEŞİLDERE - İLKOKUL BAHÇESİ - YEŞİLDERE SOKAK
KONAK,38.407840,27.142569,4024,1610,19 MAYIS - 19 MAYIS PARKI - 700 SOKAK
KONAK,38.420643,27.141557,1300,520,AKINCI - HATUNİYE PARKI - ANAFARTALAR CAD.
KONAK,38.406104,27.121000,1082,433,ALTINTAŞ - ÜÇYOL MEYDANI - İNÖNÜ CAD.
KONAK,38.416169,27.174072,1500,600,ANADOLU - ATATÜRK MEYDANI - YENİ PLEVNE CAD.
KONAK,38.419908,27.170651,1488,595,BOĞAZİÇİ - GÖKSEL YAMAN PARKI - BOĞAZİÇİ CAD.
KONAK,38.420832,27.178589,24420,9768,CENGİZ TOPEL - REKREASYON ALANI - 1186/7 SOKAK
KONAK,38.404795,27.101010,4503.38,1801,ÇANKAYA - DR. BEHÇET UZ PARKI - 131 SOKAK
KONAK,38.408727,27.185839,45400,18160,ÇINARTEPE - AYDIN ERTEN REKREASYON ALANI - 2630 SOKAK
KONAK,38.420700,27.166791,17225.2,6890,EMİR SULTAN - BOĞAZİÇİ ATATÜRK PARKI - 1172 SOKAK
KONAK,38.413856,27.161387,4070,1628,FERAHLI - REMZİ SELVİ PARKI - 1162 SOKAK
KONAK,38.400507,27.093159,33000,13200,GÖZTEPE - SUSUZDEDE PARKI - 103 SOKAK
KONAK,38.402104,27.127300,4899.34,1960,GÜNEŞLİ  - JANDARMA ARKASI PARK - 520/2 SOKAK
KONAK,38.398930,27.130348,1518.94,608,GÜNEŞLİ  - YENİ ASIR ÖZDEMİR HAZAR PARKI - 526/4 SOKAK
KONAK,38.397892,27.131496,2004,802,GÜNEŞLİ  - MUAMMER YAŞAR BOSTANCI PARKI - HALİDE EDİP ADIVAR CAD.
KONAK,38.398041,27.083260,5885.5,2354,"GÜZELYALI - GÜZELYALI PARKI  - MİTHATPAŞA CAD. VE 30 SOKAK ARASI, 32 SOKAK  "
KONAK,38.429868,27.168476,1935.23,774,HALKAPINAR - GIDA ÇARŞISI TEKNİK İŞ MERKEZİ ÇEVRESİ PARKI - 1443 SOKAK
KONAK,38.429952,27.170199,4127,1651,HALKAPINAR - 1004 SOKAK VE 1443 SOKAK KESİŞİMİ
KONAK,38.429377,27.170423,5463,2185,HALKAPINAR - 1082 SOKAK VE 1443 SOKAK ARASI
KONAK,38.429414,27.171145,2394,958,HALKAPINAR - 1201 SOKAK VE 1443 SOKAK KESİŞİMİ
KONAK,38.429396,27.172992,2366,946,HALKAPINAR - 1201 SOKAK
KONAK,38.428733,27.152620,4956,1982,KAHRAMANLAR - NEVZAT GÜZELIRMAK PARKI - NEVZAT GÜZELIRMAK SOKAK
KONAK,38.405054,27.117469,5414,2166,"KILIÇ REİS
 - İHSAN ALYANAK PARKI - 324 SOKAK"
KONAK,38.418614,27.127920,29696,11878,KONAK - KONAK MEYDANI - MİTHATPAŞA CAD.
KONAK,38.397450,27.073741,3751.12,1500,MEHMET ALİ AKMAN - AKMAN MAHALLESİ PARKI - 4/6 SOKAK
KONAK,38.394956,27.076547,5661.38,2264,MEHMET ALİ AKMAN - 1. ÇİÇEK PARKI - İNÖNÜ CAD.
KONAK,38.424494,27.143486,420440.5,168176,MİMAR SİNAN - KÜLTÜRPARK (FUAR) - 9 EYLÜL MEYDANI
KONAK,38.402588,27.110618,1370.69,548,MURAT REİS - 246 SOKAK
KONAK,38.412707,27.131098,24414,9766,NAMIK KEMAL - ALTINYOL ARKEOLOJİK ALAN - EŞREFPAŞA CAD.
KONAK,38.422224,27.148635,370,148,OĞUZLAR - GAZİLER CAD.
KONAK,38.403932,27.114229,1236.07,494,PİRİ REİS - ABDİ İPEKÇİ PARKI - 285/2 SOKAK
KONAK,38.404136,27.114946,723,289,PİRİ REİS - PİRİ REİS PARKI - 271 SOKAK
KONAK,38.410820,27.176233,750,300,SAYGI - İZMİR 9 EYLÜL ROTARY KULÜBÜ PARKI - TOROS CAD.
KONAK,38.407867,27.169005,9500,3800,ULUBATLI - İZSU FİDANLIK VE BELEDİYE HİZMET TESİSLERİ - ADALET CAD.
KONAK,38.418138,27.138842,2588,1035,YENİ - AGORA PARKI - TARIK SARI SOKAK
KONAK,38.417190,27.156820,4162,1665,YENİDOĞAN - YENİDOĞAN PARKI - 1139 SOKAK
KONAK,38.419492,27.163379,2024.54,810,ZEYTİNLİK - TÜLAY AKTAŞ PARKI (ZEYTİNLİK PARKI) - 1163 SOKAK
MENDERES,38.249435,27.140850,7612,3045,ALTINTEPE - ALTINTEPE MAH. SPOR KOMPLEKSİ ÇEVRESİ - 564 SOKAK
MENDERES,38.091316,27.167674,4460,1784,ATAKÖY - ATAKÖY MAH. MEYDANI - ATATÜRK SOKAK
MENDERES,38.253334,27.122946,3680,1472,BARBAROS - TEMİZLİK İŞLERİ ŞANTİYESİ ÇEVRESİ - 321 SOKAK
MENDERES,38.215098,27.229178,19176,7670,BULGURCA - ATAM BULVARI
MENDERES,38.241776,27.134927,7780,3112,"CÜNEYTBEY - İBRAHİM TURAN
CAD.   "
MENDERES,38.264745,27.141326,4500,1800,GAZİPAŞA - 729 SOKAK
MENDERES,38.264931,27.142875,1600,640,GAZİPAŞA  - 725 SOKAK
MENDERES,38.282912,27.122433,10164,4066,"GÖRECE
CUMHURİYET - HİZMET BİNASI VE ÇOK AMAÇLI SPOR SALONU ÇEVRESİ - NAZAR BONCUĞU CAD."
MENDERES,38.069345,27.016247,5580,2232,"GÜMÜLDÜR
FEVZİ ÇAKMAK - GÜMÜLDÜR ÇOK AMAÇLI SALON, PAZAR VE AMFİ TİYATRO ÇEVRESİ - GAZİ MUSTAFA KEMAL BULVARI     "
MENDERES,38.261172,27.129960,3000,1200,KASIMPAŞA - ATATÜRK CAD.
MENDERES,38.255634,27.136023,27073,10829,"KEMALPAŞA - KÜLTÜR MERKEZİ BİNASI, PARK VE SPOR TESİSİ ÇEVRESİ - İNÖNÜ CAD. "
MENDERES,38.259431,27.136729,6450,2580,KEMALPAŞA - 143 SOKAK
MENDERES,38.212906,27.123905,2100,840,KÜNER - DÜĞÜN SALONU ÇEVRESİ - KÖY İÇİ SOKAK
MENDERES,38.242609,27.215336,6100,2440,OĞLANANASI ATATÜRK - DÜĞÜN SALONU ÇEVRESİ - İKİNCİ İNÖNÜ ZAFERİ CAD.
MENDERES,38.012215,27.124478,15233,6093,"ÖZDERE
CUMHURİYET - SEDAT BALCI STADI VE REKREASYON ALANI - 3009 SOKAK "
MENDERES,38.184176,27.186130,16351,6540,TEKELİ ATATÜRK - SAKARYA SOKAK
MENEMEN,38.560769,27.047794,18500,7400,30 AĞUSTOS - 7107 SOKAK VE 7109 SOKAK ARASI
MENEMEN,38.559058,27.046447,2040,816,30 AĞUSTOS - 7106 SOKAK VE 7113 SOKAK KESİŞİMİ
MENEMEN,38.558280,27.045811,4200,1680,30 AĞUSTOS - 7108 SOKAK VE 7115 SOKAK KESİŞİMİ
MENEMEN,38.555819,27.045197,1550,620,30 AĞUSTOS - 7112 SOKAK VE 7123 SOKAK KESİŞİMİ
MENEMEN,38.555019,27.046253,4300,1720,30 AĞUSTOS - 4. CAD. VE 7127 SOKAK KESİŞİMİ
MENEMEN,38.554369,27.043622,2300,920,30 AĞUSTOS - 3. CAD. VE 7208 SOKAK KESİŞİMİ
MENEMEN,38.552192,27.043011,3600,1440,30 AĞUSTOS - 7207 SOKAK VE 7209 SOKAK ARASI
MENEMEN,38.553864,27.049567,18000,7200,30 AĞUSTOS - 7122 SOKAK VE 7124 SOKAK ARASI
MENEMEN,38.629669,26.908308,2180,872,75. YIL CUMHURİYET - 43 SOKAK VE 43/1 SOKAK KESİŞİMİ
MENEMEN,38.540011,27.036022,1840,736,9 EYLÜL  - 251 SOKAK VE 254 SOKAK KESİŞİMİ
MENEMEN,38.538367,27.037639,30000,12000,9 EYLÜL  - 8. CAD. VE 7617 SOKAK KESİŞİMİ
MENEMEN,38.607469,27.205911,1459,584,ALANİÇİ - 6223 SOKAK
MENEMEN,38.598778,27.061078,10600,4240, ATATÜRK - 1506 SOKAK VE 1522 SOKAK KESİŞİMİ
MENEMEN,38.613242,27.185833,1534,614,AYVACIK - FUTBOL SAHASI - 6514 SOKAK
MENEMEN,38.612269,27.190358,600,240,AYVACIK - AYVACIK MAH. MEYDANI - 6504 SOKAK
MENEMEN,38.619703,27.201120,9000,3600,BAĞCILAR - İLKÖĞRETİM OKULU BAHÇESİ
MENEMEN,38.636792,27.100456,1024,410,BELEN - CUMHURİYET CAD.
MENEMEN,38.665458,27.025628,2941,1176,BURUNCUK - İLKÖĞRETİM OKULU BAHÇESİ -  ÇANAKKALE ASFALTI
MENEMEN,38.574157,27.064155,3790,1516,CUMHURİYET - SEVGİ CAD.
MENEMEN,38.620303,27.227744,2728,1091,ÇALTI - ÇALTI MAH. GİRİŞİ
MENEMEN,38.635727,27.025065,2250,900,ÇAVUŞ - İLKOKUL BAHÇESİ - 200 SOKAK
MENEMEN,38.696922,27.121075,12483,4993,ÇUKUR - ÇUKUR KÜMEEVLER
MENEMEN,38.625639,27.147883,1750,700,DEĞİRMENDERE - 23 NİSAN CAD. VE ŞEHİT UZMAN ÇAVUŞ MUSTAFA HAKAN AYDOĞMUŞ CAD. KESİŞİMİ
MENEMEN,38.649789,27.092183,4509,1804,DOĞA - DOĞA MAH. MEYDANI - 601 SOKAK
MENEMEN,38.592967,27.071686,18960,7584,ESATPAŞA  - 1212 SOKAK
MENEMEN,38.600169,27.076069,6130,2452,ESATPAŞA  - AHMET TANER KIŞLALI PARKI - 1205 SOKAK
MENEMEN,38.685192,27.030689,2100,840,FATİH - ÖZGÜRLÜK CAD. VE 5/5 SOKAK ARASI
MENEMEN,38.685083,27.028608,2220,880,FATİH - 1/1 SOKAK
MENEMEN,38.687375,27.029492,7270,2908,FATİH - 5 SOKAK
MENEMEN,38.612153,27.163369,3091,1236,GÖKTEPE - 930 SOKAK
MENEMEN,38.586336,27.083200,2500,1000,GÖLCÜK - 424 SOKAK VE 441 SOKAK KESİŞİMİ
MENEMEN,38.583636,27.085356,2210,884,GÖLCÜK - 9402 SOKAK VE 9422 SOKAK KESİŞİMİ
MENEMEN,38.649497,27.164825,2200,880,GÖRECE - GÖRECE MAH. MEYDANI - 910 SOKAK VE 914 SOKAK KESİŞİMİ
MENEMEN,38.569336,26.997529,3800,1520,GÜNERLİ - İLKOKUL BAHÇESİ - UMUT CAD. VE 2023 SOKAK ARASI
MENEMEN,38.641292,27.127592,1700,680,HASANLAR - HASANLAR MAH. PARKI - 903 SOKAK VE 904 SOKAK KESİŞİMİ
MENEMEN,38.656278,27.159569,1551,620,İĞNEDERE - İĞNEDERE MAH. MEYDANI - İĞNEDERE KÖY YOLU
MENEMEN,38.579600,26.980687,3660,1464,İNÖNÜ - 4137 SOKAK
MENEMEN,38.597578,27.078081,1750,700,İSMET İNÖNÜ  - 80. YIL CAD. VE 1281 SOKAK ARASI
MENEMEN,38.594558,27.081683,131700,52680,İSMET İNÖNÜ  - GÖLPARK - 1281 SOKAK
MENEMEN,38.606333,27.231678,2000,800,KARAORMAN - KARAORMAN MAH. MEYDANI - KARAORMAN YOLU
MENEMEN,38.607453,27.073769,29700,11880,KASIMPAŞA  - ŞEHİR PARKI- ALTUĞ KARABURUN CAD.
MENEMEN,38.608708,27.082336,2280,912,KASIMPAŞA  - 1012 SOKAK VE 1023 SOKAK ARASI
MENEMEN,38.576658,27.070206,2000,800,KEMAL ATATÜRK - 29 EKİM CAD. VE 7509 SOKAK KESİŞİMİ
MENEMEN,38.577360,27.072891,12500,5000,KEMAL ATATÜRK - BARIŞ CAD.
MENEMEN,38.614056,27.067375,3900,1560,MERMERLİ  - 1402  SOKAK VE 1416 SOKAK ARASI
MENEMEN,38.613297,27.066153,2700,1080,MERMERLİ  - 1400 SOKAK VE 1415 SOKAK KESİŞİMİ
MENEMEN,38.613083,27.069889,1000,400,MERMERLİ  - BAHÇE SOKAK VE 1417 SOKAK ARASI
MENEMEN,38.611328,27.071208,14500,5800,MERMERLİ  - PAZAR YERİ - ŞEHİT AYCAN AKSOY CAD. VE PAZAR GEÇİDİ SOKAK KESİŞİMİ
MENEMEN,38.636786,27.006539,1162,465,MUSABEY - MUSABEY MAH. MEYDANI- 300 SOKAK
MENEMEN,38.637458,27.178708,6397,2559,SÜLEYMANLI - 920 SOKAK VE 928 SOKAK KESİŞİMİ
MENEMEN,38.536922,26.911797,2760,1104,SÜZBEYLİ - İLKOKUL BAHÇESİ - 5001 SOKAK
MENEMEN,38.663056,27.216203,2200,880,TELEKLER - İLKOKUL BAHÇESİ
MENEMEN,38.713553,27.163578,2831,1132,TURGUTLAR - İLKOKUL BAHÇESİ
MENEMEN,38.550094,26.938700,1120,448,TUZÇULLU - TUZÇULLU MAH. MEYDANI
MENEMEN,38.604622,27.081203,2100,840,UĞUR MUMCU - 1250/3 SOKAK VE 1254/1 SOKAK ARASI
MENEMEN,38.601647,27.083478,10780,4312,UĞUR MUMCU - 1289 SOKAK VE 1295 SOKAK ARASI
MENEMEN,38.600639,27.088794,1600,640,UĞUR MUMCU - 1312 SOKAK
MENEMEN,38.606064,27.084564,2320,928,UĞUR MUMCU - GAFFAR OKKAN PARKI - GAFFAR OKKAN CAD. VE 1256 SOKAK ARASI
MENEMEN,38.577749,27.067691,1400,560,ULUS - 7526/3 SOKAK VE 7530 SOKAK ARASI
MENEMEN,38.598289,26.923333,1960,784,VİLLAKENT - 5159 SOKAK VE 5161 SOKAK ARASI
MENEMEN,38.603086,26.918864,3000,1200,VİLLAKENT - 5138 SOKAK VE 5141 SOKAK KESİŞİMİ
MENEMEN,38.604433,26.916403,2410,964,VİLLAKENT - 5124 SOKAK VE 5129 SOKAK ARASI
MENEMEN,38.605858,26.918019,5340,2136,VİLLAKENT - 5102 SOKAK VE 5103 SOKAK KESİŞİMİ
MENEMEN,38.606519,26.914228,2000,800,VİLLAKENT - 5116 SOKAK VE 5118 SOKAK ARASI
MENEMEN,38.616272,27.113578,140000,56000,YAHŞELLİ - ÇAMLIK ORMANLIĞI- MANİSA ASFALTI
MENEMEN,38.654872,27.081869,1460,584,YANIK - YANIK MAH. MEYDANI - 506 SOKAK
MENEMEN,38.652375,27.080821,1353,541,YANIK - DENİZ SOKAK
MENEMEN,38.685222,27.035047,5300,2120,YILDIRIM - EGEMENLİK CAD.
MENEMEN,38.588040,27.075755,4260,1704,ZEYTİNLİK - FUTBOL SAHASI VE ÇEVRESİ - 9021 SOKAK VE 9021/1 SOKAK ARASI
NARLIDERE,38.383055,27.015833,13380,5352,2. İNÖNÜ - 27 MAYIS CAD. VE GÖKKUŞAĞI SOKAK ARASI
NARLIDERE,38.399722,26.988333,1206,482,ALTIEVLER - AHMET MUTOĞLU PARKI - DEMİRLER SOK. VE NAR SOKAK KESİŞİMİ
NARLIDERE,38.401389,26.990833,2016,806,ALTIEVLER - TARANCI SİTESİ PARKI -  DUMLUPINAR SOKAK VE GONCA SOKAK KESİŞİMİ
NARLIDERE,38.405555,26.996667,1075,430,ALTIEVLER - GÜRLER CAD. VE EKİN SOKAK KESİŞİMİ
NARLIDERE,38.392222,27.011944,4812,1925,ÇAMTEPE - ASIM BEZİRCİ PARKI - GÜLMÜŞ SOKAK VE KAYHAN SOKAK KESİŞİMİ
NARLIDERE,38.392778,27.007222,1751,700,ÇAMTEPE - ŞEHİT KR. PİLOT KD. ÜSTEĞMEN BÜLENT ÖZTÜRK PARKI - ÇAĞATAY SOKAK VE ALİ ONBAŞI DERESİ ARASI
NARLIDERE,38.393055,27.008611,1181,472,ÇAMTEPE - ULUDAĞ SOKAK VE ÖZLEM SOKAK ARASI
NARLIDERE,38.391944,27.009166,3025,1210,"ÇAMTEPE - MUHTAR HÜSEYİN SERBEŞ PARKI - ULUDAĞ SOKAK, UYANIŞ SOKAK VE YUNUS EMRE SOKAK ARASI"
NARLIDERE,38.393611,27.010278,2272,909,ÇAMTEPE - AHMET PRİŞTİNA KENT MEYDANI - GÜNGÖREN CAD.
NARLIDERE,38.391960,27.010289,2161,864,ÇAMTEPE - BURHAN MANER PARKI - ACAR SOKAK VE CANLAR SOKAK ARASI
NARLIDERE,38.395833,27.000278,10691,4276,ÇATALKAYA - PROF. DR. AYDIN GÜVEN GÜRKAN PARKI - NARLIDERE OTOYOL GİRİŞİ VE MİTHATPAŞA CAD. KESİŞİMİ
NARLIDERE,38.395277,26.998055,608,243,ÇATALKAYA - GAZİ DEDE SOKAK VE ENDER SOKAK ARASI
NARLIDERE,38.393888,26.997777,3594,1438,ÇATALKAYA - AŞIK MAHZUNİ ŞERİF PARKI - ENDER SOKAK VE ZAKKUM SOKAK ARASI
NARLIDERE,38.394444,26.999166,916,366,ÇATALKAYA - HACI BEKTAŞ SOKAK VE ŞENGÜL SOKAK KESİŞİMİ
NARLIDERE,38.391944,26.999166,2200,880,ÇATALKAYA - ZEYTİNDALI SOKAK VE DOĞU SOKAK KESİŞİMİ
NARLIDERE,38.391666,27.000833,2250,900,ÇATALKAYA - EĞİTİM SOKAK
NARLIDERE,38.391381,27.002903,596,238,ÇATALKAYA - AŞIK VEYSEL PARKI - ARAS SOKAK VE YUSUF EKİNCİ SOKAK ARASI
NARLIDERE,38.394444,26.996389,21712,8685,HUZUR - PİKNİK ALANI - AHMET TANER KIŞLALI CAD. VE  EREN SOKAK KESİŞİMİ
